VideoPath,Report,DVD,VideoName,EventId,FrameTime,AbsoluteFrameNumber,RelativeFrameNumber,Tags,FramePath,FrameName,OriginalDataset,OriginalFramePath
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_111240.jpg,PIDF-1_PO_MRL-021_parte3.mpg_111240.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_111240.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_111480.jpg,PIDF-1_PO_MRL-021_parte3.mpg_111480.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_111480.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_111960.jpg,PIDF-1_PO_MRL-021_parte3.mpg_111960.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_111960.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_112440.jpg,PIDF-1_PO_MRL-021_parte3.mpg_112440.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_112440.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_114840.jpg,PIDF-1_PO_MRL-021_parte3.mpg_114840.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_114840.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_115080.jpg,PIDF-1_PO_MRL-021_parte3.mpg_115080.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_115080.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_118920.jpg,PIDF-1_PO_MRL-021_parte3.mpg_118920.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_118920.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_149040.jpg,PIDF-1_PO_MRL-021_parte3.mpg_149040.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_149040.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_152760.jpg,PIDF-1_PO_MRL-021_parte3.mpg_152760.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_152760.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_156240.jpg,PIDF-1_PO_MRL-021_parte3.mpg_156240.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_156240.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_157800.jpg,PIDF-1_PO_MRL-021_parte3.mpg_157800.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_157800.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_158040.jpg,PIDF-1_PO_MRL-021_parte3.mpg_158040.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_158040.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_225480.jpg,PIDF-1_PO_MRL-021_parte3.mpg_225480.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_225480.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_64680.jpg,PIDF-1_PO_MRL-021_parte3.mpg_64680.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_64680.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-dano,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_70800.jpg,PIDF-1_PO_MRL-021_parte3.mpg_70800.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Dano\PIDF-1_PO_MRL-021_parte3.mpg_70800.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-outros,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_58200.jpg,PIDF-1_PO_MRL-021_parte3.mpg_58200.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Outros\PIDF-1_PO_MRL-021_parte3.mpg_58200.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-outros,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_58320.jpg,PIDF-1_PO_MRL-021_parte3.mpg_58320.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Outros\PIDF-1_PO_MRL-021_parte3.mpg_58320.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-reparo,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_103200.jpg,PIDF-1_PO_MRL-021_parte3.mpg_103200.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Reparo\PIDF-1_PO_MRL-021_parte3.mpg_103200.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-reparo,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_103320.jpg,PIDF-1_PO_MRL-021_parte3.mpg_103320.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Reparo\PIDF-1_PO_MRL-021_parte3.mpg_103320.jpg
CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3.mpg,CIMRL10-676_OK,,PIDF-1_PO_MRL-021_parte3.mpg,,,,,evento-reparo,CIMRL10-676_OK--DVD-None--PIDF-1_PO_MRL-021_parte3.mpg_72240.jpg,PIDF-1_PO_MRL-021_parte3.mpg_72240.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\CIMRL10-676_OK\PIDF-1_PO_MRL-021_parte3\Reparo\PIDF-1_PO_MRL-021_parte3.mpg_72240.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-anodo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_30960.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_30960.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Anodo\FSll16-224_DVD-2_VTS_01_1.VOB_30960.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-anodo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_31440.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_31440.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Anodo\FSll16-224_DVD-2_VTS_01_1.VOB_31440.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-anodo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_3360.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_3360.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Anodo\FSll16-224_DVD-2_VTS_01_1.VOB_3360.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-anodo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_3720.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_3720.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Anodo\FSll16-224_DVD-2_VTS_01_1.VOB_3720.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-anodo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_4560.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_4560.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Anodo\FSll16-224_DVD-2_VTS_01_1.VOB_4560.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-anodo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_4920.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_4920.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Anodo\FSll16-224_DVD-2_VTS_01_1.VOB_4920.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-anodo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_5160.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_5160.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Anodo\FSll16-224_DVD-2_VTS_01_1.VOB_5160.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-flange,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_17520.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_17520.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Flange\FSll16-224_DVD-2_VTS_01_1.VOB_17520.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-flange,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_24360.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_24360.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Flange\FSll16-224_DVD-2_VTS_01_1.VOB_24360.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-flange,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_24960.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_24960.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Flange\FSll16-224_DVD-2_VTS_01_1.VOB_24960.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-flange,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_6480.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_6480.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Flange\FSll16-224_DVD-2_VTS_01_1.VOB_6480.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-reparo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_120.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_120.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Reparo\FSll16-224_DVD-2_VTS_01_1.VOB_120.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-reparo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_1560.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_1560.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Reparo\FSll16-224_DVD-2_VTS_01_1.VOB_1560.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-reparo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_1800.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_1800.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Reparo\FSll16-224_DVD-2_VTS_01_1.VOB_1800.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-reparo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_360.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_360.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Reparo\FSll16-224_DVD-2_VTS_01_1.VOB_360.jpg
FSll16-224\DVD-2\VTS_01_1.VOB,FSll16-224,2.0,VTS_01_1.VOB,,,,,evento-reparo,FSll16-224--DVD-2--FSll16-224_DVD-2_VTS_01_1.VOB_600.jpg,FSll16-224_DVD-2_VTS_01_1.VOB_600.jpg,12042019_dataset_eventos_handpick_2,..\datasets\all_datasets\12042019_dataset_eventos_handpick_2\FSll16-224\DVD-2\Reparo\FSll16-224_DVD-2_VTS_01_1.VOB_600.jpg
